input_channel,filter,value#0,value#1,value#2,value#3,value#4
3.0,7.0,0.5044241547584534,0.23976700007915497,0.11328065395355225,0.062303993850946426,0.07205575704574585
3.0,8.0,0.20306427776813507,0.41946589946746826,0.46617576479911804,0.4637497365474701,0.3974606692790985
3.0,9.0,-0.3909029960632324,-0.3743498921394348,0.14120204746723175,0.37263360619544983,0.28558963537216187
4.0,0.0,0.1256779432296753,0.41392359137535095,0.17643380165100098,0.6497402191162109,0.4987965226173401
4.0,1.0,0.02871374413371086,0.3926808834075928,0.15903112292289734,-0.07046525180339813,-0.44836854934692383
4.0,2.0,0.17801322042942047,0.11480507254600525,-0.058675676584243774,-0.19444142282009125,0.0726611316204071
4.0,3.0,0.19215276837348938,0.33495277166366577,0.23303435742855072,-0.6062968373298645,-0.6365251541137695
4.0,4.0,-0.5081073641777039,0.06710943579673767,-0.09966302663087845,0.2546788156032562,-0.029821941629052162
4.0,5.0,0.2741096317768097,0.09370231628417969,0.09957531094551086,0.24273736774921417,0.05123104900121689
4.0,6.0,-0.12154902517795563,-0.026006774976849556,0.1798577457666397,-0.0645633265376091,-0.2870725393295288
4.0,7.0,0.47393250465393066,0.4963225722312927,0.1312207579612732,0.3265403211116791,-0.07119636237621307
4.0,8.0,-0.2102019339799881,0.3492259681224823,0.2746215760707855,0.5497321486473083,0.2323451042175293
4.0,9.0,-0.35019972920417786,-0.18850329518318176,0.09515956044197083,0.43929505348205566,0.00769076868891716
5.0,0.0,-0.012125027365982533,0.39125731587409973,0.2727864682674408,0.18973366916179657,0.507128894329071
5.0,1.0,-0.019958501681685448,0.03463893383741379,0.08361609280109406,-0.1292678266763687,-0.31317010521888733
5.0,2.0,0.01643027924001217,0.10312184691429138,0.035193827003240585,0.07374076545238495,-0.23301070928573608
5.0,3.0,0.5037354826927185,0.21926064789295197,0.10791321843862534,-0.29503294825553894,-0.5213946104049683
5.0,4.0,-0.42844077944755554,-0.1823548823595047,0.2702537178993225,0.14777326583862305,-0.042535047978162766
5.0,5.0,0.4822577238082886,0.5264943242073059,0.05504582077264786,0.19694145023822784,-0.02835715375840664
5.0,6.0,-0.23827719688415527,0.27654799818992615,-0.09333270788192749,0.21955181658267975,-0.2451162487268448
5.0,7.0,0.31916776299476624,0.3614802360534668,0.36008381843566895,-0.020744919776916504,0.08221205323934555
5.0,8.0,-0.0908108726143837,0.4674922823905945,0.2361680120229721,0.5138987898826599,0.421783983707428
5.0,9.0,0.004738194402307272,-0.37692970037460327,0.2626088261604309,0.38526591658592224,0.046460844576358795
6.0,0.0,0.13328136503696442,0.47873932123184204,0.39066970348358154,0.23736454546451569,0.571980357170105
6.0,1.0,0.2457324117422104,0.37472161650657654,0.4513690173625946,-0.40075913071632385,-0.5072407722473145
6.0,2.0,-0.23908619582653046,-0.09107059240341187,0.2121649831533432,-0.15936556458473206,-0.0069599272683262825
6.0,3.0,0.11185428500175476,0.41779428720474243,0.4030596911907196,-0.262086421251297,-0.6161312460899353
6.0,4.0,-0.12631674110889435,0.12105025351047516,-0.18456807732582092,0.21682606637477875,0.20293375849723816
6.0,5.0,0.3618108630180359,0.22082337737083435,0.1872774213552475,0.10185807943344116,0.06684674322605133
6.0,6.0,-0.2951073944568634,0.28337153792381287,0.11919573694467545,-0.15013228356838226,-0.22911174595355988
6.0,7.0,0.5351844429969788,0.3105763792991638,0.044401515275239944,0.12291332334280014,0.01909114047884941
6.0,8.0,0.18239657580852509,0.47365090250968933,0.5688084363937378,0.4741772711277008,0.27023980021476746
6.0,9.0,-0.3092280626296997,-0.2014058381319046,0.3905286192893982,0.2855093479156494,0.09080934524536133
7.0,0.0,-0.210790753364563,0.12438437342643738,-0.22653791308403015,0.10760577768087387,-0.19365157186985016
7.0,1.0,0.40376320481300354,0.43990182876586914,0.07700025290250778,0.26253849267959595,0.13319560885429382
7.0,2.0,-0.23003067076206207,-0.16296282410621643,-0.07331106066703796,-0.23626893758773804,-0.1278047412633896
7.0,3.0,-0.11139794439077377,0.14662012457847595,0.1461990922689438,-0.04165434464812279,-0.08402136713266373
7.0,4.0,0.35997891426086426,0.22811031341552734,0.097482830286026,-0.009021160192787647,0.05905817076563835
7.0,5.0,0.17873786389827728,-0.3193844258785248,-0.35402822494506836,0.10482026636600494,0.0685093030333519
7.0,6.0,0.29773208498954773,0.5062108039855957,0.25053417682647705,-0.06772691756486893,0.02448638528585434
7.0,7.0,-0.42065849900245667,-0.37884336709976196,0.5590144395828247,-0.36610355973243713,-0.24604088068008423
7.0,8.0,0.05109139159321785,0.239405557513237,0.0631924495100975,0.19591613113880157,0.13858555257320404
7.0,9.0,-0.10006411373615265,0.2988579571247101,0.2194197028875351,0.23326614499092102,0.2454002946615219
8.0,0.0,-0.207876056432724,-0.1419367492198944,0.01408261340111494,-0.1377135068178177,0.0023244922049343586
8.0,1.0,0.30577829480171204,0.3222031593322754,0.2803167700767517,0.2109844833612442,0.3915712237358093
8.0,2.0,0.04393075406551361,-0.048845939338207245,-0.06250451505184174,0.22543494403362274,-0.07727330178022385
8.0,3.0,0.07313083857297897,0.11953727900981903,-0.12687548995018005,-0.04876348748803139,0.3576362133026123
8.0,4.0,0.2841395139694214,-0.03748318552970886,0.06081662327051163,-0.020490137860178947,-0.07215239852666855
8.0,5.0,-0.274458646774292,0.07154300808906555,0.1585269719362259,-0.17259232699871063,0.08810339123010635
8.0,6.0,0.2975407540798187,0.09689925611019135,-0.06314457207918167,0.36616939306259155,0.2626836597919464
8.0,7.0,0.23931004106998444,-0.4791668951511383,-0.47451841831207275,-0.1137242391705513,-0.02064078487455845
8.0,8.0,0.0900200754404068,0.3324887454509735,-0.041706882417201996,0.10337843745946884,0.2975256145000458
8.0,9.0,0.07055894285440445,0.10285282880067825,0.33864420652389526,-0.15840013325214386,0.283392995595932
9.0,0.0,-0.0608636774122715,0.13393402099609375,-0.20601189136505127,0.2223265916109085,0.03650317341089249
9.0,1.0,0.28533896803855896,0.12558113038539886,0.06234955042600632,0.05598679929971695,0.36923810839653015
9.0,2.0,-0.041081517934799194,-0.21222305297851562,0.07589732855558395,0.09839891642332077,-0.21248462796211243
9.0,3.0,0.225371316075325,-0.016722187399864197,0.2792501151561737,0.49411541223526,0.07680529356002808
9.0,4.0,-0.008997454307973385,0.3594416081905365,0.3962291479110718,-0.06352819502353668,-0.11165501177310944
9.0,5.0,0.023840608075261116,0.013206729665398598,0.1838289201259613,-0.09194978326559067,0.12212801724672318
9.0,6.0,0.1581425666809082,-0.1790270209312439,0.12904193997383118,0.2986725866794586,0.44219279289245605
9.0,7.0,0.2455398440361023,-0.19284212589263916,-0.23280350863933563,-0.3353467285633087,-0.09977778792381287
9.0,8.0,0.2867136299610138,0.2865865230560303,0.02019580267369747,0.26360630989074707,0.37581494450569153
9.0,9.0,0.35517391562461853,0.33565109968185425,-0.05570320039987564,-0.019030779600143433,0.2839686870574951
